iid	title	uri
037360520X	Obsession	http://dbpedia.org/resource/Obsession_(book)
0373691793	The.*Longest.*Night	http://dbpedia.org/resource/The_Longest_Night_(Angel_novel)
0373695802	Decoded	http://dbpedia.org/resource/Decoded_(memoir)
0373695802	Decoded	http://dbpedia.org/resource/Decoded_(book)
0373696507	Big.*Shot	http://dbpedia.org/resource/Diary_of_a_Wimpy_Kid:_Big_Shot
0373696604	The.*Awakening	http://dbpedia.org/resource/The_Awakening_(Armstrong_novel)
0373696604	The.*Awakening	http://dbpedia.org/resource/The_Awakening_(Chopin_novel)
0373696043	Secret.*Identity	http://dbpedia.org/resource/The_Templar_Revelation
0373714548	Snowbound	http://dbpedia.org/resource/Snowbound:_The_Record_of_a_Theatrical_Touring_Party
0373731027	The.*Proposal	http://dbpedia.org/resource/The_Proposal_(Animorphs)
0373731337	Temptation	http://dbpedia.org/resource/Temptation_(novella)
0373770642	No.*Strings.*Attached	http://dbpedia.org/resource/No_Strings_Attached_(novel)
0373770901	Wild.*About.*Harry	http://dbpedia.org/resource/Wild_About_Harry_(novel)
0373770332	Wicked	http://dbpedia.org/resource/Wicked_(Maguire_novel)
037377009X	Someone.*Like.*You	http://dbpedia.org/resource/Someone_Like_You_(collection)
037377009X	Someone.*Like.*You	http://dbpedia.org/resource/Someone_Like_You_(short_story_collection)
0373771495	Redemption	http://dbpedia.org/resource/Redemption_(Ali_novel)
0373771495	Redemption	http://dbpedia.org/resource/Redemption_(Angel_novel)
0373771495	Redemption	http://dbpedia.org/resource/Redemption_(Fast_novel)
0373771495	Redemption	http://dbpedia.org/resource/Redemption_(Uris_novel)
0373772424	Total.*Control	http://dbpedia.org/resource/Total_Control_(novel)
0373773625	Eden	http://dbpedia.org/resource/Eden_(Fox_novel)
0373773625	Eden	http://dbpedia.org/resource/Eden_(Lem_novel)
0373773269	Seduce.*Me	http://dbpedia.org/resource/Seduced_by_Bacon
0373773781	Heartless	http://dbpedia.org/resource/Heartless_(Carriger_novel)
0373773137	All.*That.*Matters	http://dbpedia.org/resource/All_That_Matters_(novel)
0373774451	Suddenly	http://dbpedia.org/resource/Suddenly_at_His_Residence
0373775903	Desired	http://dbpedia.org/resource/The_Undesired_Princess
0373777760	Some.*Like.*It.*Hot	http://dbpedia.org/resource/Some_Like_It_Hot_(novel)
0373791496	Wicked	http://dbpedia.org/resource/Wicked_(Maguire_novel)
037379133X	Forbidden	http://dbpedia.org/resource/Forbidden_(Cooney_novel)
037379133X	Forbidden	http://dbpedia.org/resource/Forbidden_(Dekker_and_Lee_novel)
0373790147	Sleeping.*With.*The.*Enemy	http://dbpedia.org/resource/Sleeping_with_the_Enemy_(novel)
0373790112	Uninhibited	http://dbpedia.org/resource/Coffee,_Tea_or_Me%3F
0373793219	The.*Haunting	http://dbpedia.org/resource/The_Haunting_(Mahy_novel)
0373793219	The.*Haunting	http://dbpedia.org/resource/The_Haunting_(Nixon_novel)
0373792816	The.*Specialist	http://dbpedia.org/resource/Marks'_Standard_Handbook_for_Mechanical_Engineers
037379598X	The.*Wild.*Card	http://dbpedia.org/resource/The_Dresden_Files
0373796730	Time.*Out	http://dbpedia.org/resource/Time_Out_(drama)
0373797028	No.*Going.*Back	http://dbpedia.org/resource/Why_I_am_not_going_back_to_the_Soviet_Union
0373802307	Poison.*Study	http://dbpedia.org/resource/Poison_Study
0373802390	Winter.*Moon	http://dbpedia.org/resource/Wintersmoon
0373811039	Sun.*God	http://dbpedia.org/resource/Sungods_in_Exile
0373831994	Butterfly	http://dbpedia.org/resource/Butterfly_(Hartnett_novel)
0373835167	Dark.*Stranger	http://dbpedia.org/resource/A_Dark_Stranger
0373835760	Men.*of.*Courage	http://dbpedia.org/resource/The_Book_of_Gutsy_Women
037383571X	Dark.*Angel	http://dbpedia.org/resource/Dark_Angel_(Andrews_novel)
037383571X	Dark.*Angel	http://dbpedia.org/resource/Dark_Angel_(Dale_novel)
0374102414	The.*Unwinding\:.*An.*Inner.*History.*of.*the.*New.*America	http://dbpedia.org/resource/The_Unwinding
0374105987	Black.*Mass\:.*Apocalyptic.*Religion.*and.*the.*Death.*of.*Utopia	http://dbpedia.org/resource/Black_Mass:_Apocalyptic_Religion_and_the_Death_of_Utopia
0374105200	Annals.*of.*the.*Former.*World	http://dbpedia.org/resource/Annals_of_the_Former_World
0374112967	Birthday.*Letters	http://dbpedia.org/resource/Birthday_Letters
0374115737	The.*Book.*of.*My.*Lives	http://dbpedia.org/resource/The_Book_of_My_Lives
0374111197	Beowulf\:.*A.*New.*Verse.*Translation	http://dbpedia.org/resource/Beowulf:_A_New_Verse_Translation
0374123292	The.*Christmas.*Mystery	http://dbpedia.org/resource/The_Christmas_Mystery
0374125147	Coal.*River	http://dbpedia.org/resource/Coal_River_(book)
0374126453	Coming.*into.*the.*Country	http://dbpedia.org/resource/Coming_into_the_Country
0374140979	The.*End.*of.*My.*Addiction	http://dbpedia.org/resource/Le_Dernier_Verre
0374146594	Intern\:.*A.*Doctor's.*Initiation	http://dbpedia.org/resource/Intern:_A_Doctor's_Initiation
0374177724	The.*Israel.*Lobby.*and.*U.S..*Foreign.*Policy	http://dbpedia.org/resource/The_Israel_Lobby_and_U.S._Foreign_Policy
0374183007	Lamy.*of.*Santa.*Fe	http://dbpedia.org/resource/Lamy_of_Santa_Fe
0374184232	The.*Laws.*of.*Our.*Fathers	http://dbpedia.org/resource/The_Laws_of_Our_Fathers
0374180660	Thank.*You.*for.*Your.*Service	http://dbpedia.org/resource/Thank_You_for_Your_Service_(book)
0374199736	The.*Missing.*Peace\:.*The.*Inside.*Story.*of.*the.*Fight.*for.*Middle.*East.*Peace	http://dbpedia.org/resource/The_Missing_Peace
0374199639	The.*Metaphysical.*Club.*\:.*A.*Story.*of.*Ideas.*in.*America	http://dbpedia.org/resource/The_Metaphysical_Club:_A_Story_of_Ideas_in_America
0374189870	Lives.*of.*the.*Monster.*Dogs	http://dbpedia.org/resource/Lives_of_the_Monster_Dogs
0374216819	My.*Brother	http://dbpedia.org/resource/My_Brother_(book)
0374190666	Longitudes.*and.*Attitudes\:.*Exploring.*the.*World.*After.*September.*11	http://dbpedia.org/resource/Longitudes_and_Attitudes
0374221871	Niccolo's.*Smile.*\:.*A.*Biography.*of.*Machiavelli	http://dbpedia.org/resource/Niccolo's_Smile
0374234574	Pleading.*Guilty	http://dbpedia.org/resource/Pleading_Guilty
0374230641	The.*Penitent	http://dbpedia.org/resource/The_Penitent
0374266514	The.*Solitaire.*Mystery	http://dbpedia.org/resource/The_Solitaire_Mystery
0374266425	Sophie's.*World\:.*A.*Novel.*about.*the.*History.*of.*Philosophy	http://dbpedia.org/resource/Sophie's_World
0374280991	White.*House.*Diary	http://dbpedia.org/resource/White_House_Diary
0374280746	Age.*of.*Ambition\:.*Chasing.*Fortune,.*Truth,.*and.*Faith.*in.*the.*New.*China	http://dbpedia.org/resource/Age_of_Ambition
0374281149	Train.*Dreams\:.*A.*Novella	http://dbpedia.org/resource/Train_Dreams
0374299633	The.*Assassins'.*Gate\:.*America.*in.*Iraq	http://dbpedia.org/resource/The_Assassins'_Gate:_America_in_Iraq
0374311048	Carl's.*Afternoon.*in.*the.*Park	http://dbpedia.org/resource/Carl's_Afternoon_in_the_Park
0374322511	Falling	http://dbpedia.org/resource/Falling_(Howard_novel)
0374322511	Falling	http://dbpedia.org/resource/Falling_(Provoost_novel)
0374333122	Zero.*Tolerance	http://dbpedia.org/resource/Eats,_Shoots_&_Leaves
0374335737	Finding.*My.*Place	http://dbpedia.org/resource/In_Full_Color_(memoir)
0374324956	The.*Fury	http://dbpedia.org/resource/The_Fury_(Timms_novel)
0374334994	How.*I.*Learned.*Geography	http://dbpedia.org/resource/How_I_Learned_Geography
0374341397	King.*Matt.*the.*First	http://dbpedia.org/resource/King_Matt_the_First
0374329125	Headlong	http://dbpedia.org/resource/Headlong_(Frayn_novel)
0374329125	Headlong	http://dbpedia.org/resource/Headlong_(Ings_novel)
0374329125	Headlong	http://dbpedia.org/resource/Headlong_(Williams_novel)
0374380708	The.*Vacation	http://dbpedia.org/resource/The_Amazing_Vacation
0374416966	A.*Day.*of.*Pleasure\:.*Stories.*of.*a.*Boy.*Growing.*Up.*in.*Warsaw	http://dbpedia.org/resource/A_Day_of_Pleasure:_Stories_of_a_Boy_Growing_up_in_Warsaw
0374503486	Memoirs.*of.*Hadrian	http://dbpedia.org/resource/Memoirs_of_Hadrian
0374513317	God.*in.*Search.*of.*Man.*\:.*A.*Philosophy.*of.*Judaism	http://dbpedia.org/resource/God_in_Search_of_Man
0374509808	Character.*Analysis	http://dbpedia.org/resource/Character_Analysis
0374515263	Levels.*of.*the.*Game	http://dbpedia.org/resource/Levels_of_the_Game
0374506809	The.*Slave	http://dbpedia.org/resource/The_Slave_(Hichens_novel)
0374506809	The.*Slave	http://dbpedia.org/resource/The_Slave_(Singer_novel)
0374506809	The.*Slave	http://dbpedia.org/resource/The_Slave_(Isaac_Bashevis_Singer_novel)
0374508844	The.*Mass.*Psychology.*of.*Fascism	http://dbpedia.org/resource/The_Mass_Psychology_of_Fascism
0374518203	Crowds.*and.*Power	http://dbpedia.org/resource/Crowds_and_Power
0374521506	Mythologies	http://dbpedia.org/resource/Mythologies_(book)
0374521352	The.*Dwarf	http://dbpedia.org/resource/The_Dwarf_(Cho_novel)
0374521352	The.*Dwarf	http://dbpedia.org/resource/The_Dwarf_(Cho_Se-hui_novel)
0374521352	The.*Dwarf	http://dbpedia.org/resource/The_Dwarf_(Lagerkvist_novel)
0374520968	The.*Crystal.*World	http://dbpedia.org/resource/The_Crystal_World
0374523657	Evidence	http://dbpedia.org/resource/Evidence_(short_story)
0374518688	Roald.*Dahl's.*Book.*of.*Ghost.*Stories	http://dbpedia.org/resource/Roald_Dahl's_Book_of_Ghost_Stories
0374523509	Omeros	http://dbpedia.org/resource/Omeros
0374521603	The.*Pleasure.*of.*the.*Text	http://dbpedia.org/resource/The_Pleasure_of_the_Text
0374525463	Running.*Wild	http://dbpedia.org/resource/Running_Wild_(novella)
0374523495	Deterring.*Democracy	http://dbpedia.org/resource/Deterring_Democracy
0374532907	Pulphead\:.*Essays	http://dbpedia.org/resource/Pulphead
0375401253	Flinch	http://dbpedia.org/resource/This_Is_Ear_Hustle
0375401199	Life\:.*A.*Natural.*History.*of.*the.*First.*Four.*Billion.*Years.*of.*Life.*on.*Earth	http://dbpedia.org/resource/Life:_A_Natural_History_of_the_First_Four_Billion_Years_of_Life_on_Earth
0375400060	Toward.*the.*End.*of.*Time	http://dbpedia.org/resource/Toward_the_End_of_Time
0375401318	Breaking.*Clean	http://dbpedia.org/resource/Breaking_Clean
0375401741	Revolutionary.*Wealth	http://dbpedia.org/resource/Revolutionary_Wealth
0375401636	Finding.*My.*Voice	http://dbpedia.org/resource/Finding_My_Voice
037540256X	A.*Patchwork.*Planet	http://dbpedia.org/resource/A_Patchwork_Planet
0375403728	Maximum.*City\:.*Bombay.*Lost.*and.*Found	http://dbpedia.org/resource/Maximum_City
0375403809	For.*the.*Time.*Being	http://dbpedia.org/resource/For_the_Time_Being
0375402101	Arming.*America\:.*The.*Origins.*of.*a.*National.*Gun.*Culture	http://dbpedia.org/resource/Arming_America
0375404945	Lindbergh	http://dbpedia.org/resource/Lindbergh_(book)
0375405380	The.*Power.*of.*the.*Dog	http://dbpedia.org/resource/The_Power_of_the_Dog
0375405380	The.*Power.*of.*the.*Dog	http://dbpedia.org/resource/The_Power_of_the_Dog_(Winslow_novel)
0375405445	Founding.*Brothers\:.*The.*Revolutionary.*Generation	http://dbpedia.org/resource/Founding_Brothers
0375407375	Half.*a.*Life	http://dbpedia.org/resource/Half_a_Life_(memoir)
0375407375	Half.*a.*Life	http://dbpedia.org/resource/Half_a_Life_(short_story_collection)
0375407375	Half.*a.*Life	http://dbpedia.org/resource/Half_a_Life_(Bulychov_book)
0375408169	City.*of.*God	http://dbpedia.org/resource/City_of_God_(Holland_novel)
0375408169	City.*of.*God	http://dbpedia.org/resource/City_of_God_(Lins_novel)
0375409084	Gertrude.*and.*Claudius	http://dbpedia.org/resource/Gertrude_and_Claudius
0375409513	Sick.*Puppy	http://dbpedia.org/resource/Sick_Puppy
0375409289	A.*Gate.*at.*the.*Stairs	http://dbpedia.org/resource/A_Gate_at_the_Stairs
0375407707	The.*Elementary.*Particles	http://dbpedia.org/resource/Atomised
0375410538	Anil's.*Ghost	http://dbpedia.org/resource/Anil's_Ghost
0375411143	The.*Biographer's.*Tale	http://dbpedia.org/resource/The_Biographer's_Tale
0375411151	Samaritan	http://dbpedia.org/resource/Samaritan_(Price_novel)
0375410546	When.*We.*Were.*Orphans	http://dbpedia.org/resource/When_We_Were_Orphans
0375411445	American.*Rhapsody	http://dbpedia.org/resource/American_Rhapsody_(book)
0375410252	Compass.*Rose	http://dbpedia.org/resource/The_Compass_Rose
0375408908	The.*Working.*Poor\:.*Invisible.*in.*America	http://dbpedia.org/resource/The_Working_Poor:_Invisible_in_America
0375410848	True.*History.*of.*the.*Kelly.*Gang	http://dbpedia.org/resource/True_History_of_the_Kelly_Gang
0375411666	Acts.*of.*Faith	http://dbpedia.org/resource/Acts_of_Faith
037541164X	India.*Unbound	http://dbpedia.org/resource/India_Unbound
0375405828	England,.*England	http://dbpedia.org/resource/England,_England
0375411291	Eclipse	http://dbpedia.org/resource/Eclipse_(K._A._Bedford_novel)
0375411291	Eclipse	http://dbpedia.org/resource/Eclipse_(Banville_novel)
0375411291	Eclipse	http://dbpedia.org/resource/Eclipse_(Bedford_novel)
0375411291	Eclipse	http://dbpedia.org/resource/Eclipse_(Judge_Dredd_novel)
0375411291	Eclipse	http://dbpedia.org/resource/Eclipse_(Meyer_novel)
0375409440	Love	http://dbpedia.org/resource/Love_(Carter_novel)
0375409440	Love	http://dbpedia.org/resource/Love_(Doyle_novel)
0375409440	Love	http://dbpedia.org/resource/Love_(Morrison_novel)
0375412174	Good.*Faith	http://dbpedia.org/resource/Good_faith
0375412085	American.*Massacre\:.*The.*Tragedy.*at.*Mountain.*Meadows,.*September.*1857	http://dbpedia.org/resource/American_Massacre
0375410325	Decca\:.*The.*Letters.*of.*Jessica.*Mitford	http://dbpedia.org/resource/Decca:_The_Letters_of_Jessica_Mitford
0375412921	The.*Shield.*of.*Achilles\:.*War,.*Peace,.*and.*the.*Course.*of.*History	http://dbpedia.org/resource/The_Shield_of_Achilles:_War,_Peace,_and_the_Course_of_History
0375411275	Pobby.*and.*Dingan	http://dbpedia.org/resource/Pobby_and_Dingan
0375412026	American.*Prometheus\:.*The.*Triumph.*and.*Tragedy.*of.*J..*Robert.*Oppenheimer	http://dbpedia.org/resource/American_Prometheus
0375414347	A.*Moral.*Reckoning\:.*The.*Role.*of.*the.*Catholic.*Church.*in.*the.*Holocaust.*and.*Its.*Unfulfilled.*Duty.*of.*Repair	http://dbpedia.org/resource/A_Moral_Reckoning
0375414525	Leather.*Maiden	http://dbpedia.org/resource/Leather_Maiden
0375414517	Angel.*Rock	http://dbpedia.org/resource/Angel_Rock
0375414851	In.*the.*Land.*of.*Pain	http://dbpedia.org/resource/In_the_Land_of_Pain
0375415424	The.*First.*Tycoon\:.*The.*Epic.*Life.*of.*Cornelius.*Vanderbilt	http://dbpedia.org/resource/The_First_Tycoon:_The_Epic_Life_of_Cornelius_Vanderbilt
037541410X	Soldiers.*and.*Slaves\:.*American.*POWs.*Trapped.*by.*the.*Nazis'.*Final.*Gamble	http://dbpedia.org/resource/Soldiers_and_Slaves
0375414983	My.*Life.*as.*a.*Fake	http://dbpedia.org/resource/My_Life_as_a_Fake
0375414665	A.*Far.*Country	http://dbpedia.org/resource/A_Far_Country_(Winston_Churchill)
0375415491	The.*Light.*of.*Day	http://dbpedia.org/resource/The_Light_of_Day_(Eric_Ambler_novel)
0375415491	The.*Light.*of.*Day	http://dbpedia.org/resource/The_Light_of_Day_(Graham_Swift_novel)
037542069X	An.*American.*Story	http://dbpedia.org/resource/An_American_Story
0375421254	Anything.*Goes	http://dbpedia.org/resource/Popper_and_After
0375415505	Tietam.*Brown	http://dbpedia.org/resource/Tietam_Brown
0375420835	Status.*Anxiety	http://dbpedia.org/resource/Status_Anxiety
0375414819	A.*Fine.*Balance	http://dbpedia.org/resource/A_Fine_Balance
0375421874	The.*Minority.*Report	http://dbpedia.org/resource/The_Minority_Report_(1991_collection)
0375421874	The.*Minority.*Report	http://dbpedia.org/resource/The_Minority_Report_(collection)
0375421912	The.*Boulevard.*of.*Broken.*Dreams	http://dbpedia.org/resource/The_Boulevard_of_Broken_Dreams_(comics)
0375421904	Shakespeare.*After.*All	http://dbpedia.org/resource/Shakespeare_After_All
0375421513	Selected.*Stories.*of.*Philip.*K..*Dick	http://dbpedia.org/resource/Selected_Stories_of_Philip_K._Dick
0375422579	Cork.*Boat	http://dbpedia.org/resource/Cork_Boat_(book)
0375422722	Blue.*Shoes.*and.*Happiness	http://dbpedia.org/resource/Blue_Shoes_and_Happiness
0375423397	Gemma.*Bovery	http://dbpedia.org/resource/Gemma_Bovery
0375422625	Cobra.*II\:.*The.*Inside.*Story.*of.*the.*Invasion.*and.*Occupation.*of.*Iraq	http://dbpedia.org/resource/Cobra_II
0375423184	Epileptic	http://dbpedia.org/resource/Epileptic_(comics)
0375424156	Chicken.*with.*Plums	http://dbpedia.org/resource/Chicken_with_Plums
037542332X	Ice.*Haven	http://dbpedia.org/resource/Ice_Haven
0375424059	Why.*Most.*Things.*Fail\:.*Evolution,.*Extinction.*and.*Economics	http://dbpedia.org/resource/Why_Most_Things_Fail
0375431101	Ghost.*Soldiers\:.*The.*Forgotten.*Epic.*Story.*of.*World.*War.*II's.*Most.*Dramatic.*Mission	http://dbpedia.org/resource/Ghost_Soldiers
0375433694	The.*Taking	http://dbpedia.org/resource/The_Taking
0375432957	The.*Last.*Stand.*of.*the.*Tin.*Can.*Sailors\:.*The.*Extraordinary.*World.*War.*II.*Story.*of.*the.*U.S..*Navy's.*Finest.*Hour	http://dbpedia.org/resource/The_Last_Stand_of_the_Tin_Can_Sailors
037543237X	Babylon.*Rising	http://dbpedia.org/resource/Babylon_Rising
0375500200	Women	http://dbpedia.org/resource/Women_(Bukowski_novel)
0375500200	Women	http://dbpedia.org/resource/Women_(Sebastian_novel)
0375500200	Women	http://dbpedia.org/resource/Women_(Sollers_novel)
0375500715	Work.*in.*Progress	http://dbpedia.org/resource/Work_in_Progress_(book)
037550057X	To.*End.*a.*War	http://dbpedia.org/resource/Trafficking_in_Persons_Report
0375500812	Martha.*Peake\:.*A.*Novel.*of.*the.*Revolution	http://dbpedia.org/resource/Martha_Peake:_a_Novel_of_the_Revolution
0375500863	In.*the.*Blink.*of.*an.*Eye	http://dbpedia.org/resource/In_the_Blink_of_an_Eye_(book)
0375500863	In.*the.*Blink.*of.*an.*Eye	http://dbpedia.org/resource/In_the_Blink_of_an_Eye_(Murch_book)
037550317X	When.*Genius.*Failed\:.*The.*Rise.*and.*Fall.*of.*Long\-Term.*Capital.*Management	http://dbpedia.org/resource/When_Genius_Failed
0375501347	Amy.*and.*Isabelle	http://dbpedia.org/resource/Amy_and_Isabelle
0375503781	Get.*Happy\:.*The.*Life.*of.*Judy.*Garland	http://dbpedia.org/resource/Get_Happy:_The_Life_of_Judy_Garland
0375504214	Anthropology	http://dbpedia.org/resource/Anthropology
0375501770	Newjack\:.*Guarding.*Sing.*Sing	http://dbpedia.org/resource/Newjack:_Guarding_Sing_Sing
037550477X	The.*Coming.*Collapse.*of.*China	http://dbpedia.org/resource/The_Coming_Collapse_of_China
0375504443	Double.*Fold\:.*Libraries.*and.*the.*Assault.*on.*Paper	http://dbpedia.org/resource/Double_Fold
0375504427	Embers.*of.*War\:.*The.*Fall.*of.*an.*Empire.*and.*the.*Making.*of.*America's.*Vietnam	http://dbpedia.org/resource/Embers_of_War
0375505245	Masters.*of.*Doom\:.*How.*Two.*Guys.*Created.*an.*Empire.*and.*Transformed.*Pop.*Culture	http://dbpedia.org/resource/Masters_of_Doom
0375505733	Mysterious.*Stranger\:.*A.*Book.*of.*Magic	http://dbpedia.org/resource/Mysterious_Stranger
0375503838	The.*Very.*Persistent.*Gappers.*of.*Frip	http://dbpedia.org/resource/The_Very_Persistent_Gappers_of_Frip
0375505423	Worth.*the.*Fighting.*For\:.*A.*Memoir	http://dbpedia.org/resource/Worth_the_Fighting_For
0375507477	A.*Song.*Flung.*Up.*to.*Heaven	http://dbpedia.org/resource/A_Song_Flung_Up_to_Heaven
0375508260	Paris.*1919\:.*Six.*Months.*That.*Changed.*the.*World	http://dbpedia.org/resource/Peacemakers_(book)
0375507345	No.*Way.*to.*Treat.*a.*First.*Lady	http://dbpedia.org/resource/No_Way_to_Treat_a_First_Lady
0375508201	Covering\:.*The.*Hidden.*Assault.*on.*Our.*Civil.*Rights	http://dbpedia.org/resource/Covering:_The_Hidden_Assault_on_Our_Civil_Rights
037550883X	I.*May.*Be.*Wrong.*but.*I.*Doubt.*It	http://dbpedia.org/resource/I_May_Be_Wrong_but_I_Doubt_It
0375507450	Spy\:.*The.*Inside.*Story.*of.*How.*the.*FBI's.*Robert.*Hanssen.*Betrayed.*America	http://dbpedia.org/resource/Spy:_The_Inside_Story_of_How_the_FBI's_Robert_Hanssen_Betrayed_America
0375700528	The.*Lover	http://dbpedia.org/resource/The_Lover_(Duras_novel)
0375700528	The.*Lover	http://dbpedia.org/resource/The_Lover_(Wilson_novel)
0375700528	The.*Lover	http://dbpedia.org/resource/The_Lover_(Yehoshua_novel)
0375509240	Fear\:.*Anti\-Semitism.*in.*Poland.*After.*Auschwitz	http://dbpedia.org/resource/Fear:_Anti-Semitism_in_Poland_after_Auschwitz
037570051X	Exegesis	http://dbpedia.org/resource/Exegesis
037570034X	The.*Rip\-Off	http://dbpedia.org/resource/The_Rip-Off_(novel)
0375700196	The.*Desert.*Fathers	http://dbpedia.org/resource/Vitae_Patrum
0375700137	The.*War.*of.*Don.*Emmanuel's.*Nether.*Parts	http://dbpedia.org/resource/The_War_of_Don_Emmanuel's_Nether_Parts
0375700390	Barbary.*Shore	http://dbpedia.org/resource/Barbary_Shore
0375509089	Loose.*Lips	http://dbpedia.org/resource/Loose_Lips_(novel)
037570146X	The.*Moving.*Target	http://dbpedia.org/resource/The_Moving_Target
0375700382	The.*Fight	http://dbpedia.org/resource/The_Fight_(book)
0375701044	Personal.*History	http://dbpedia.org/resource/Personal_History
0375701508	What's.*Going.*On	http://dbpedia.org/resource/What's_Going_On_(book)
0375701850	Hallucinating.*Foucault	http://dbpedia.org/resource/Hallucinating_Foucault
0375700943	The.*Three\-Arched.*Bridge	http://dbpedia.org/resource/The_Three-Arched_Bridge
0375505784	The.*Future.*of.*Ideas\:.*The.*Fate.*of.*the.*Commons.*in.*a.*Connected.*World	http://dbpedia.org/resource/The_Future_of_Ideas
0375701893	Tell.*Me.*How.*Long.*the.*Train's.*Been.*Gone	http://dbpedia.org/resource/Tell_Me_How_Long_the_Train's_Been_Gone
0375700145	Senor.*Vivo.*and.*the.*Coca.*Lord	http://dbpedia.org/resource/Señor_Vivo_and_the_Coca_Lord
0375703071	Wolf.*Solent	http://dbpedia.org/resource/Wolf_Solent
0375701966	The.*Moviegoer	http://dbpedia.org/resource/The_Moviegoer
037570129X	Autobiography.*of.*Red	http://dbpedia.org/resource/Autobiography_of_Red
037570373X	The.*Dreaming.*Jewels	http://dbpedia.org/resource/The_Dreaming_Jewels
037570406X	Migraine	http://dbpedia.org/resource/Migraine_(book)
0375704469	The.*Colossus.*and.*Other.*Poems	http://dbpedia.org/resource/The_Colossus_and_Other_Poems
0375704051	Awakenings	http://dbpedia.org/resource/Awakenings_(book)
0375704019	A.*Long.*Finish	http://dbpedia.org/resource/A_Long_Finish
0375704531	The.*Girl.*at.*the.*Lion.*d'Or	http://dbpedia.org/resource/The_Girl_at_the_Lion_d'Or
0375704744	Dream.*Palace.*of.*the.*Arabs\:.*A.*Generation's.*Odyssey	http://dbpedia.org/resource/The_Dream_Palace_of_the_Arabs
0375704914	A.*Demon.*in.*My.*View	http://dbpedia.org/resource/A_Demon_in_My_View
0375705090	Zen.*in.*the.*Art.*of.*Archery	http://dbpedia.org/resource/Zen_in_the_Art_of_Archery
0375704973	The.*Lake.*of.*Darkness	http://dbpedia.org/resource/The_Lake_of_Darkness
0375704868	The.*Accidental.*Asian\:.*Notes.*of.*a.*Native.*Speaker	http://dbpedia.org/resource/The_Accidental_Asian
0375704957	Shake.*Hands.*Forever	http://dbpedia.org/resource/Shake_Hands_Forever
0375704949	One.*Across,.*Two.*Down	http://dbpedia.org/resource/One_Across,_Two_Down
0375705104	The.*Way.*of.*Zen	http://dbpedia.org/resource/The_Way_of_Zen
0375705163	Forbidden.*Colors	http://dbpedia.org/resource/Forbidden_Colors
0375704965	A.*Judgement.*in.*Stone	http://dbpedia.org/resource/A_Judgement_in_Stone
0375705287	Lying\:.*Moral.*Choice.*in.*Public.*and.*Private.*Life	http://dbpedia.org/resource/Lying_(Bok_book)
0375706070	Ecology.*of.*Fear\:.*Los.*Angeles.*and.*the.*Imagination.*of.*Disaster	http://dbpedia.org/resource/Ecology_of_Fear
0375704930	A.*Sleeping.*Life	http://dbpedia.org/resource/A_Sleeping_Life
0375704884	Murder.*Being.*Once.*Done	http://dbpedia.org/resource/Murder_Being_Once_Done
0375705465	The.*Genocides	http://dbpedia.org/resource/The_Genocides
0375708049	Joe.*Gould's.*Secret	http://dbpedia.org/resource/Joe_Gould's_Secret
037570714X	The.*Mystic.*Masseur	http://dbpedia.org/resource/The_Mystic_Masseur_(novel)
0375702105	T..*Rex.*and.*the.*Crater.*of.*Doom	http://dbpedia.org/resource/T._Rex_and_the_Crater_of_Doom
0375706682	Dhalgren	http://dbpedia.org/resource/Dhalgren
0375707492	Lives.*of.*Girls.*and.*Women	http://dbpedia.org/resource/Lives_of_Girls_and_Women
0375709223	A.*General.*Theory.*of.*Love	http://dbpedia.org/resource/A_General_Theory_of_Love
0375709118	In.*the.*Pond	http://dbpedia.org/resource/In_the_Pond
0375708758	Hollywood	http://dbpedia.org/resource/Hollywood_(Bukowski_novel)
0375708758	Hollywood	http://dbpedia.org/resource/Hollywood_(Vidal_novel)
0375711163	de.*Kooning\:.*An.*American.*Master	http://dbpedia.org/resource/De_Kooning:_An_American_Master
0375712933	Meditations.*in.*Green	http://dbpedia.org/resource/Meditations_in_Green
0375713522	Fletch.*Won	http://dbpedia.org/resource/Fletch_Won
0375714596	Einstein.*for.*Beginners	http://dbpedia.org/resource/Einstein_for_Beginners
0375713875	Miguel.*Street	http://dbpedia.org/resource/Miguel_Street
0375719164	Like.*Life	http://dbpedia.org/resource/Like_Life
0375719288	Clans.*of.*the.*Alphane.*Moon	http://dbpedia.org/resource/Clans_of_the_Alphane_Moon
0375714200	The.*Praise.*Singer	http://dbpedia.org/resource/The_Praise_Singer
0375719261	The.*Simulacra	http://dbpedia.org/resource/The_Simulacra
0375714413	Whalestoe.*Letters	http://dbpedia.org/resource/The_Whalestoe_Letters
0375713425	The.*Next.*Fifty.*Years\:.*Science.*in.*the.*First.*Half.*of.*the.*Twenty\-first.*Century	http://dbpedia.org/resource/The_Next_Fifty_Years
0375719350	The.*Man.*Who.*Japed	http://dbpedia.org/resource/The_Man_Who_Japed
0375724834	Motherless.*Brooklyn	http://dbpedia.org/resource/Motherless_Brooklyn
0375725237	The.*Book.*of.*Evidence	http://dbpedia.org/resource/The_Book_of_Evidence
0375726411	Palladio	http://dbpedia.org/resource/Palladius_(Caesar)
0375725997	Mary.*Reilly	http://dbpedia.org/resource/Mary_Reilly_(novel)
0375726764	The.*Schirmer.*Inheritance	http://dbpedia.org/resource/The_Schirmer_Inheritance
0375724508	Ghostwritten	http://dbpedia.org/resource/Ghostwritten
